System_Ref,FIS_Provider_Name,Day,Start_Time,End_Time
988,Rosendale Primary School Breakfast Club,Friday,7:45 AM,8:55 AM
1012,Cherubins Day Nursery Ltd,Monday,7:30 AM,9:00 AM
1012,Cherubins Day Nursery Ltd,Tuesday,7:30 AM,9:00 AM
1012,Cherubins Day Nursery Ltd,Wednesday,7:30 AM,9:00 AM
1012,Cherubins Day Nursery Ltd,Thursday,7:30 AM,9:00 AM
1012,Cherubins Day Nursery Ltd,Friday,7:30 AM,9:00 AM
1072,St Peter's Church - Breakfast Club,Monday,7:30 AM,8:30 AM
1072,St Peter's Church - Breakfast Club,Tuesday,7:30 AM,8:30 AM
1072,St Peter's Church - Breakfast Club,Wednesday,7:30 AM,8:30 AM
1072,St Peter's Church - Breakfast Club,Thursday,7:30 AM,8:30 AM
1072,St Peter's Church - Breakfast Club,Friday,7:30 AM,8:30 AM
1383,Brixton Library,Monday,11:00 AM,8:00 PM
1383,Brixton Library,Tuesday,11:00 AM,8:00 PM
1383,Brixton Library,Wednesday,11:00 AM,6:00 PM
1383,Brixton Library,Thursday,11:00 AM,8:00 PM
1383,Brixton Library,Friday,11:00 AM,6:00 PM
1383,Brixton Library,Saturday,9:00 AM,5:00 PM
1388,Carnegie Library,Monday,2:00 PM,7:00 PM
1388,Carnegie Library,Tuesday,2:00 PM,7:00 PM
1388,Carnegie Library,Wednesday,11:00 AM,6:00 PM
1388,Carnegie Library,Thursday,11:00 AM,7:00 PM
1388,Carnegie Library,Friday,11:00 AM,6:00 PM
1388,Carnegie Library,Saturday,9:00 AM,5:00 PM
1393,Clapham Library,Monday,11:00 AM,8:00 PM
1393,Clapham Library,Tuesday,11:00 AM,6:00 PM
1393,Clapham Library,Wednesday,11:00 AM,8:00 PM
1393,Clapham Library,Thursday,11:00 AM,8:00 PM
1393,Clapham Library,Friday,11:00 AM,6:00 PM
1393,Clapham Library,Saturday,9:00 AM,5:00 PM
1399,Durning Library,Monday,11:00 AM,6:00 PM
1399,Durning Library,Tuesday,11:00 AM,6:00 PM
1399,Durning Library,Wednesday,11:00 AM,8:00 PM
1399,Durning Library,Friday,11:00 AM,6:00 PM
1399,Durning Library,Saturday,9:00 AM,5:00 PM
1404,Minet Library,Monday,1:00 PM,8:00 PM
1404,Minet Library,Tuesday,11:00 AM,6:00 PM
1404,Minet Library,Wednesday,11:00 AM,6:00 PM
1404,Minet Library,Thursday,11:00 AM,6:00 PM
1404,Minet Library,Friday,11:00 AM,6:00 PM
1404,Minet Library,Saturday,9:00 AM,5:00 PM
1415,Tate South Lambeth Library,Monday,11:00 AM,6:00 PM
1415,Tate South Lambeth Library,Wednesday,11:00 AM,6:00 PM
1415,Tate South Lambeth Library,Thursday,11:00 AM,8:00 PM
1415,Tate South Lambeth Library,Friday,11:00 AM,6:00 PM
1415,Tate South Lambeth Library,Saturday,9:00 AM,5:00 PM
1420,Streatham Library,Monday,11:00 AM,8:00 PM
1420,Streatham Library,Tuesday,11:00 AM,8:00 PM
