System_Ref,Name,Provider_Type_Description,First_Line,Second_Line,Third_Line,Locality,Town,Post_Code,Easting,Northing,Upload_to_FIDy
1491,Slade Gardens Play And Stay,Stay And Play One O'Clock Club,One O Clock Club  Slade Gardens,73A Stockwell Park Road,,,London,SW9 0DB,530934,176383,FSD
7333,South Central Youth Ltd,Organisation,,,,,,,,,FSD
4696,South Central Youth Ltd - Youth Projects,Youth Projects,16 Wellfield Road,,,,London,SW16 2BP,530287,171736,FSD
10839,Scope's Disability Energy Support,Activity,N/A Online & Telephone Only,,,,,,530919,175202,FSD
9934,Navigate: Emotional Support For Parents With Scope,Charity,N/A Online & Telephone Only,,,,,,530919,175202,FSD
3210,Scope,Organisation,N/A online and telephone only,,,,,,530917,175095,FSD
3151,Code 7 Ltd,Organisation,Springfield Community & Activities Centre,110 Union Road,,,London,SW8 2SH,529770,176276,FSD
10016,Code 7's True Project (The Road To Unlocking Excellence),Youth Projects,Springfield Community & Activities Centre,110 Union Road,,,London,SW8 2SH,529770,176276,FSD
1445,Waterloo Library,Library,The Oasis Centre,1 Kennington Road,,,London,SE1 7QP,531156,179383,FSD
4335,Disability Advice Service Lambeth (DASL),Organisation,336 - 338 Brixton Road,,,,London,SW9 7AA,531151,176041,FSD
3156,Ferndale Community Sports Centre,Leisure,Ferndale Sports Centre,Nursery Road,,,London,SW9 8BP,530884,175475,FSD
1657,Flaxman Sports Centre,Leisure,Flaxman Sports Centre,Carew Street,,,London,SE5 9DF,532000,176400,FSD
2124,High Trees Community Development Trust,Organisation,220 Upper Tulse Hill,,,,London,SW2 2NS,531326,173420,FSD
294,Tulse Hill Adventure Playground,Adventure Playground,Tulse Hill Adventure Playground,Greenleaf Close,Tulse Hill Estate,,London,SW2 2EY,531007,174027,FSD
10247,Tulse Hill Adventure Playground Youth And Play Session,After School Club,Tulse Hill Youth Club,Tulse Hill,,,London,SW2 2EY,531007,174027,FSD
1941,Camberwell Sexual Health Centre,Activity,Kings College Hospital,Denmark Hill,,,London,SE5 9RS,532494,176068,FSD
2202,King’s College Hospital Nhs Foundation Trust,Organisation,Kings College Hospital,Denmark Hill,,,London,SE5 9RS,532494,176068,FSD
3955,Kingswood Estate Community Shop,Activity,37 - 38 Seeley Drive,,,,London,SE21 8QR,533555,171918,FSD
3940,Crystal Palace Community Development Trust,Organisation,Anerley Town Hall,Anerley Road,,Penge,London,SE20 8BD,534518,169848,FSD
2183,Fulham Football Club Foundation,Organisation,First Floor Park Gate House,356 West Barnes Lane,,,New Malden,KT3 6NB,522561,167545,FSD
10969,Fulham Girls Kicks Streatham Vale,Activity,Streatham Vale Park,Abercairn Road,,,London,SW16 5AH,529261,170155,FSD
10970,Fulham Girls Kicks Elmgreen School,Activity,Elmgreen Secondary School,Elmcourt Road,,,London,SE27 9BZ,531984,172792,FSD
10971,Fulham Girls Kicks Marcus Lipton,Activity,Marcus Lipton Centre,Minet Road,,,London,SW9 7UH,531826,176054,FSD
10287,Girls Only Kicks,Activity,Black Prince Community Hub,,5 Beaufoy Walk,,London,SE11 6HU,530879,178613,FSD
1399,Durning Library,Library,Durning Library,167 Kennington Lane,,,London,SE11 4HF,531310,178342,FSD
3093,Every Pound Counts,Organisation,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,530917,175095,FSD
2321,Home-Start Lambeth,Organisation,Holles House,Overton Road,,,London,SW9 7AP,531263,176249,FSD
1514,Kennington Park Centre Stay And Play,Stay And Play One O'Clock Club,40 St Agnes Place,,,,London,SE11 4BE,531476,177598,FSD
1519,Kennington Park Centre Adventure Playground,Adventure Playground,40 St Agnes Place,,,,London,SE11 4BE,531476,177598,FSD
3444,Lambeth Somali Community Association,Organisation,Lambeth Somali Community Association,13 - 15 Stockwell Road,,,London,SW9 9AU,530548,176478,FSD
1415,Tate South Lambeth Library,Library,Tate South Lambeth Library,180 South Lambeth Road,,,London,SW8 1QP,530374,177251,FSD
10249,Tulse Hill Bloco After School Club,After School Club,65 Christchurch Road,,,,London,SW2 3DH,531452,172998,FSD
4063,Welcare - Lambeth Office,Organisation,Lambeth Welcare,19 Frederick Crescent,,,London,SW9 6XN,531600,177000,FSD
10232,Inclusive Swimming Lessons At Clapham Leisure Centre 2 To 6 Yrs Old And 7+,Sports Clubs And Leisure Activities,Leisure Centre,Clapham Manor Street,,,London,SW4 6DB,529658,175558,FSD
11010,Swimbies,Sports Clubs And Leisure Activities,Leisure Centre,Clapham Manor Street,,,London,SW4 6DB,529658,175558,FSD
1658,Clapham Leisure Centre,Leisure,Leisure Centre,Clapham Manor Street,,,London,SW4 6DB,529658,175558,FSD
1678,Streatham Ice And Leisure Centre,Leisure,Streatham Ice And Leisure Centre,390 Streatham High Road,,,London,SW16 6HX,530029,171082,FSD
2031,Young And Talented - School Of Stage And Screen,Organisation,Oxford House,Derbyshire Street,,,London,E2 6HG,534573,182609,FSD
2032,Saturday Classe,Activity,Oxford House,Derbyshire Street,,,London,E2 6HG,534573,182609,FSD
4516,Norwood Community Group Services,Organisation,14 - 16 Knight's Hill,,,,London,SE27 0HY,531887,172127,FSD
10003,Right Track Project,Activity,Priory Grove,,,,London,SW8 2PD,530062,176668,FSD
4536,Kennington Park Academy (Primary Alternative Provision),Alternative Education,Kennington Park Academy,20 Kennington Park Gardens,,,London,SE11 4AX,531571,177681,ECD
4980,Morley College,College,Morley College,61 Westminster Bridge Road,,,London,SE1 7HT,531293,179353,FSD
5067,Bigkid Foundation,Organisation,6 Montego Close,,,,London,SE24 0LH,531393,175025,FSD
6138,Lily's Kids Klub,After School Club,Brixton Hill Methodist Church,Elm Park,,,London,SW2 2TX,530692,174164,ECD
6139,Lily's Kids Klub,Breakfast Club,Brixton Hill Methodist Church,Elm Park,,,London,SW2 2TX,530692,174164,ECD
3591,Online Homework Club,Organisation,Archbishop Tenisons School,Kennington Oval,,,London,SE11 5SR,530917,177631,FSD
6077,Rape Crisis South London,Charity,,,,,,,530919,175202,FSD
5391,Butterfly After School Club,After School Club,St Martins Community Centre,Abbots Park Road St Martins Estate,,,London,SW2 3PW,531197,173160,ECD
11111,Aim High Dance Academy,Organisation,South Norwood Leisure Centre,164 Portland Road,,South Norwood,London,SE25 4PT,534541,167872,FSD
5528,Chocolate Films Workshops,Organisation,Battersea Studios,80 -82 Silverthorne Road,,,London,SW8 3HE,528871,176451,FSD
5545,The Special Yoga Centre,Organisation,The Yoga Centre,First Floor East  The Tay Building,2A Wrentham Avenue,,London,NW10 3HA,523624,183303,FSD
5678,Grove Adventure Playground,Adventure Playground,18 Gordon Grove,,,,London,SE5 9DT,531813,176103,FSD
5771,Sports City At Richard Atkins Primary School - Breakfast Club,Breakfast Club,Richard Atkins Primary School,New Park Road,,,London,SW2 4JP,530256,173786,FSD
10778,Sports City London Multi-Sports @ Agnes Riley Gardens,Activity,69 Atkins Road,,,,London,SW12 0AH,529393,173779,FSD
6578,Oakden Kids Club,Holiday Provision,Archbishop Sumners Church Of England Primary School,Reedworth Street,,,London,SE11 4PH,531312,178654,FSD
5836,Oakden Kids Club,After School Club,Archbishop Sumners Church Of England Primary School,Reedworth Street,,,London,SE11 4PH,531312,178654,ECD
5982,Prime Childcare Services,Out Of School Tuition,Ground Floor Acre House,10 Acre Lane,,,London,SW2 5LL,530925,175253,FSD
2913,Brockwell Park Community Greenhouses,Organisation,Brockwell Park Community Greenhouses,Dulwich Road,,,London,SE24 0PA,531380,174603,FSD
6116,Upper Norwood Library,Library,Library,39 Westow Hill,,,London,SE19 1TQ,533506,170749,FSD
6156,Wellfield Education,Homework Club,First Floor,266 - 268 Streatham High Road,,,London,SW16 1HS,530035,171738,FSD
7281,Sally Kids Care,After School Club,244B - 244C Brixton Hill,,,,London,SW2 1HF,530427,173782,ECD
7280,Sally Kids Care,Breakfast Club,244B - 244C Brixton Hill,,,,London,SW2 1HF,530427,173782,ECD
7282,Sally Kids Care,Holiday Provision,244B - 244C Brixton Hill,,,,London,SW2 1HF,530427,173782,FSD
7703,City Heights Asd Resource Base,Resource Base,City Heights E-act Academy,33 Abbots Park,,,London,SW2 3PW,531243,173141,FSD
9762,Brixton Wings After School & Mid-Term Music Classes,Activity,Unit 4,Fairfax House,Overton Road,,London,SW9 7JR,531394,176048,FSD
9763,Brixton Wings After School & Mid-Term Rowing Programme,Activity,Unit 4,Fairfax House,Overton Road,,London,SW9 7JR,531394,176048,FSD
9764,Brixton Wings After School,Activity,Unit 4,Fairfax House,Overton Road,,London,SW9 7JR,531394,176048,FSD
6373,Brixton Wings,Organisation,Unit 4,Fairfax House,Overton Road,,London,SW9 7JR,531394,176048,FSD
7253,Dewdrops Play Scheme/nursery - Breakfast Club,Breakfast Club,1 - 4,The High Parade,Streatham High Road,,London,SW16 1EX,530231,172285,ECD
7252,Dewdrops Play Scheme/nursery - After School Club,After School Club,1 - 4,The High Parade,Streatham High Road,,London,SW16 1EX,530231,172285,ECD
7254,Dewdrops Play Scheme/Nursery,Holiday Activities,1 - 4,The High Parade,Streatham High Road,,London,SW16 1EX,530231,172285,FSD
6661,Explore Learning Brixton,Out Of School Tuition,370 Coldharbour Lane,,,,London,SW9 8PL,531356,175414,FSD
6704,Aurora House - Centre For Children With Autism,Resource Base,Aurora House,22 Kennington Park Gardens,,,London,SE11 4AX,531600,177687,FSD
6894,The Oasis Inclusion Project,Activity,33 Priory Grove,,,,London,SW8 2PD,530062,176668,FSD
6712,Oasis Adventure Playground,Adventure Playground,40 Larkhall Lane,,,,London,SW4 6SP,530114,176624,FSD
6799,Children & Young People Services For Spanish/portuguese Speakers (5 To 19 Yrs Old),Organisation,Unit 8 & 9,Warwick House,Overton Road,,London,SW9 7JP,531268,176086,FSD
6805,Afewee Training Centre,Organisation,27 Brixton Station Road,,,,London,SW9 8QQ,531172,175560,FSD
10008,Afewee Boxing Classes - Minnows Club (5 To 10 Yrs Old),Activity,Brixton Recreation Centre,Brixton Station Road,,,London,SW9 8QQ,531172,175560,FSD
10009,Afewee Boxing Classes - Junior Club (11 To 16 Yrs Old),Activity,Brixton Recreation Centre,Brixton Station Road,,,London,SW9 8QQ,531172,175560,FSD
10010,Afewee Academy Football Classes (5 To 10 Years Old),Activity,"Sports Hall, Level 4",Brixton Recreation Centre,Brixton Station Road,,London,SW9 8QQ,531172,175560,FSD
10011,Afewee Academy Football Classes  (10 To 16 Years Old),Activity,"3G Pitch, Level 2",Brixton Recreation Centre,Brixton Station Road,,London,SW9 8QQ,531172,175560,FSD
6961,Streatham Leisure Centre Holiday Play Scheme,Holiday Provision,Streatham Ice And Leisure Centre,390 Streatham High Road,,,London,SW16 6HX,530029,171082,FSD
7049,YPM Childcare Provider at Granton,Holiday Provision,Granton Primary School,Granton Road,,,London,SW16 5AN,529288,170025,FSD
6962,YPM Childcare Provider at Granton,Breakfast Club,Granton Primary School,Granton Road,,,London,SW16 5AN,529288,170025,ECD
7075,YPM Childcare Provider at Granton,After School Club,Granton Primary School,Granton Road,,,London,SW16 5AN,529288,170025,ECD
9984,Barracudas (Streatham),Organisation,Streatham Hill And Clapham High School,42 Abbotswood Road,,,London,SW16 1AW,529515,172342,FSD
7242,Super Camps at Dunraven School,Organisation,94 - 98 Leigham Court Road,,,,London,SW16 2QB,530798,172133,FSD
7120,Young People Matter At The Old  Laundry - After School Club,After School Club,Residential Accommodation The Beehive,6 Crossford Street,,,London,SW9 9HQ,530524,176194,ECD
7225,Young People Matter At The Old  Laundry - Holiday Provision,Holiday Provision,20 Eastcote Street,,,,London,SW9 9BY,530530,176269,FSD
7110,Pacca Out Of School Project,Holiday Provision,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,531746,176846,FSD
7134,Pacca Out Of School Project,Activity,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,531746,176846,FSD
7279,Pacca Out Of School Project,After School Club,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,531746,176846,FSD
7103,Pacca Out Of School Project,Breakfast Club,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,531746,176846,FSD
7102,Patmos Area Community Association (PACCA),Organisation,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,531746,176846,FSD
7171,Brixton Recreation Centre,Leisure,Brixton Recreation Centre,Brixton Station Road,,,London,SW9 8QQ,531172,175560,FSD
7200,Spiral Skills Cic,Organisation,17A Electric Lane,,,,London,SW9 8LA,531121,175342,FSD
7295,Cassandra Learning Centre (CLC),Organisation,Abbott Greeley,1433B London Road,,Norbury,London,SW16 4AW,530672,169483,FSD
7315,Alifya Education Limited,Out Of School Activity,"Unit F5, 61a Lilford Road",,,,London,SE5 9HY,531929,176330,FSD
7352,Papa's Park And Cafe - Open Access Playground,Parks And Playgrounds,Cafe,Pulross Road,,,London,SW9 8AF,530827,175580,FSD
7412,Keen London,Sports Clubs And Leisure Activities,Lilian Baylis Technology School,323 Kennington Lane,,,London,SE11 5QY,530783,178022,FSD
7717,The Autism Project,Training And Employment,London Southbank University Clarence Centre For Enterprise And Innovation,6 St Georges Circus,,,London,SE1 6FE,531687,179437,FSD
7421,Care Trade - The School House Cafe,Activity,The School House Cafe,2 Monnow Road,,,London,SE1 5RN,534255,178776,FSD
7718,Care Trade Uk,Charity,London Southbank University Clarence Centre For Enterprise And Innovation,6 St Georges Circus,,,London,SE1 6FE,531687,179437,FSD
7427,Oasis Nature Garden,Activity,Corner of Larkhall Lane and Studley Road,,,,London,SW4 6SP,530171,176738,FSD
10709,Disability Sports Coach,Organisation,House Of Sport Marathon House,190 Great Dover Street,,,London,SE1 4YB,532514,179663,FSD
7618,Disability Sports Club (DSC),Sports Clubs And Leisure Activities,Brixton Recreation Centre,Brixton Station Road,,,London,SW9 8QQ,531172,175560,FSD
7527,Fight 4 Change @ Black Prince Hub,Organisation,Fight 4 Change ,Black Prince Community Hub,Cannon House,Beaufoy Walk,London,SE11 6HU,530879,178613,FSD
7553,Florence Nightingale Museum,Organisation,Gassiot House,2 Lambeth Palace Road,,,London,SE1 7EP,530758,179616,FSD
7583,Explore Learning Nine Elms,Out Of School Tuition,62 Wandsworth Road,,,,London,SW8 2LF,530033,177427,FSD
7587,Dyspraxia Foundation,Charity,,,,,,,,,FSD
7588,Rainbow Trust Children's Charity,Charity,N/A telephone and online ,,,,,,530919,175202,FSD
7589,The Communication Trust,Charity,31 Angel Gate,,,Islington,London,EC1V 2PT,531763,182889,FSD
7591,The Children's Trust,Charity,Tadworth Court,2 Tadworth Street,,,Tadworth,KT20 5RU,523868,156469,FSD
7605,YPM After-School Club At St John's Angell Town,After School Club,St John's Angell Town Church Of England Primary School,85 Angell Road,,,London,SW9 7HH,531476,176021,FSD
7620,National Deaf Children Society Helpline,Charity,"Ground Floor South, Castle House",37 - 45 Paul Street,,,London,EC2A 4LS,532986,182257,FSD
10311,National Deaf Children Society Grants,Charity,"Ground Floor South, Castle House",37 - 45 Paul Street,,,London,EC2A 4LS,532986,182257,FSD
7624,Kids London S.E.N.D. Mediation Service,Charity,7 - 9 Elliott's Place,,,Islington,London,N1 8HX,531821,183671,FSD
10314,Kids,Organisation,7 - 9 Elliott's Place,,,Islington,London,N1 8HX,531821,183671,FSD
7625,Music Therapy Lambeth,Charity,,,,,,,,,ECD
10364,Speech And Language Therapy,Support & Advice,Evelina Children's Hospital St Thomas' Hospital,249 Westminster Bridge Road,,,London,SE1 7EH,530697,179386,FSD
9023,Children With Complex Needs (Community Nursing Service),Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,531683,178680,FSD
9024,Continuing Care For Patients With Complex Needs,Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,531683,178680,FSD
9025,School Nursing Service,Health Service,Mary sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,531683,178680,FSD
8949,Health Visiting Service (South East),Health Service,Evelina Children's Hospital St Thomas' Hospital,249 Westminster Bridge Road,,,London,SE1 7EH,530697,179386,FSD
8950,Health Visiting Service (South West),Health Service,Evelina Children's Hospital St Thomas' Hospital,249 Westminster Bridge Road,,,London,SE1 7EH,530697,179386,FSD
7639,Lambeth Paediatric Audiology Service,Health Service,Evelina Children's Hospital St Thomas' Hospital,249 Westminster Bridge Road,,,London,SE1 7EH,530697,179386,FSD
7670,Health Visiting Service (North),Health Service,Evelina Children's Hospital St Thomas' Hospital,249 Westminster Bridge Road,,,London,SE1 7EH,530697,179386,FSD
7671,Assistive Communication Service,Health Service,Bowley Close Centre,Bowley Close,,,London,SE19 1SZ,533696,170889,FSD
7630,Community Speech And Language Therapy,Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,531683,178680,FSD
7631,Community Occupational Therapy,Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,531683,178680,FSD
7632,Community Physiotherapy Service,Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,531683,178680,FSD
7633,Community Paediatricians,Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,531683,178680,FSD
7635,Lambeth Information And Advice Support Service (IASS) For Children And Young People,Support & Advice,,,,,,,,,FSD
7658,Lambeth Information Advice And Support Service (IASS) For Parents Or Carers,Support & Advice,,,,,,,,,FSD
7650,Royal Society For Blind Children,Organisation,52 - 58 Arcola Street,,,Hackney,London,E8 2DJ,533743,185415,FSD
10730,Royal Society For Blind Children Online Programme September 20,Activity,N/A Online Only,,,,,,533743,185415,FSD
7672,Ambitious About Autism,Charity,The Pears National Centre for Autism Education,Woodside Avenue,,Hornsey,London,N10 3JA,528329,189225,FSD
10013,Autism Exchange,Training And Employment,Treehouse School,Woodside Avenue,,Hornsey,London,N10 3JA,528194,189194,FSD
7727,Kids' City At St Leonards,After School Club,St Leonards Church Of England School,42 Mitcham Lane,,,London,SW16 6NP,529734,171495,FSD
8832,Play And Learn Cafe,Activity,Public Conveniences,Agnes Riley Gardens,Poynders Road,,London,SW12 0AH,529424,173787,ECD
8855,YPM ASC At Fenstanton Primary School,After School Club,Fenstanton Primary School,Abbots Park,,,London,SW2 3PW,531197,173160,FSD
8871,Leap Confronting Conflict,Targeted Youth Support,LEAP Confronting Conflict,Unit 7 Wells House,5 - 7 Wells Terrace,Islington,London,N4 3JU,531212,186841,ECD
8872,Brixton People's Kitchen,Community Group,5 Beaufoy Walk,,,,London,SE11 6AA,530958,178618,FSD
8946,Royal Association Of The Deaf (RAD),Activity,Century House South,Riverside Office Centre,,,Essex,CO1 1RE ,,,ECD
8989,Waterloo Community Counselling,Community Group,Barley Mow Clinic,Greet House,Frazier Street,,London,SE1 7BD,531318,179589,FSD
8994,Young Minds,Organisation,,,,,,,,,FSD
8995,Time To Change,Organisation,15 - 19 Broadway,,,Stratford,London,E15 4BQ,538871,184268,ECD
10611,West Norwood Health And Leisure Centre,Leisure,West Norwood Health And Leisure Centre,25 Devane Way,,,London,SE27 0DF,531758,172119,FSD
10854,L.E.A.P. Little Wanderers - Delivered In Partnership With St. Stephen's Children's Centre,Stay And Play One O'Clock Club,Vauxhall Park,,,,London,SW8 1QY,530409,177627,FSD
10890,Snuggle Time Story Session,Stay And Play One O'Clock Club,,,,,,,,,FSD
9538,Parent Champions,Support & Advice,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
9943,Breastfeeding Peer Support,Support & Advice,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
9944,Healthy Living Platform,Support & Advice,Lambeth Early Action Partnership,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
9946,Parent And Infant Relationship Service (PAIRS) Together Time,Support & Advice,Lambeth Early Action Partnership,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
9947,Overcrowded Housing Support Service,Support & Advice,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,530917,175095,FSD
9939,Group Pregnancy Care,Support & Advice,Kings College Hospital,Denmark Hill,,,London,SE5 9RS,532494,176068,FSD
9949,Sharing  R E A L  With Parents,Support & Advice,Lambeth Early Action Partnership,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
10889,L.E.A.P. Women's Advice Surgeries,Support & Advice,Henry Fawcett Children's Centre ,Clayton Street,,,London,SE11 5BZ,531198,177885,FSD
10870,L.E.A.P. Being A Parent (Empowering Parents Empowering Communities),Support & Advice,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
10872,L.E.A.P. Supporting Babies' Next Steps,Support & Advice,N/A Online Only ,,,,,,531254,176552,FSD
10866,Parent And Infant Relationship Service (PAIRS) One-To-One,Support & Advice,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
10867,L.E.A.P. Safer Families: Enhanced Caseworkers,Support & Advice,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
10844,L.E.A.P. Baby And Us (Empowering Parents Empowering Communities) With Leap,Support & Advice,Treehouse Children's Centre  ,66 Upper Tulse Hill,,,London,SW2 2RW,530737,173732,FSD
10850,L.E.A.P. Snuggle With Us Story Session,Activity,N/A Online Only,,,,,,531254,176552,FSD
10851,L.E.A.P. Tips For Tired Parents,Activity,N/A Online Only,,,,,,531254,176552,FSD
10864,L.E.A.P. Share A Story & Rhyme Time,Activity,N/A Online Only,,,,,,531254,176552,FSD
10887,L.E.A.P. Lambeth Pregnancy And Baby Festival,Activity,Combination Of Online and Face-To-Face Sessions,,,,,,531254,176552,FSD
9940,L.E.A.P. Yoga With Claudia,Activity,N/A Online Only,,,,,,530919,175202,FSD
10965,L.E.A.P. Snuggle Time Story Session,Activity,N/A Online Only ,,,,,,531254,176552,FSD
10289,L.E.A.P. Virtual Baby Chattertime (0-15 Months Old),Speech And Language Therapy,N/A Online Only,,,,,,531254,176552,FSD
9948,L.E.A.P. Virtual Chattertime (15 Months - 4 Years Old),Speech And Language Therapy,N/A Online Only,,,,,,530917,175095,FSD
10868,L.E.A.P. Pregnancy Information For Nutrition And Exercise (P.I.N.E.),Diet And Nutrition,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
10869,L.E.A.P. Family Nutrition (HENRY),Diet And Nutrition,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
10845,L.E.A.P. Portion Sizes Workshop,Diet And Nutrition,N/A Online Only,,,,,,531254,176552,FSD
10846,L.E.A.P. Eat Well For Less,Diet And Nutrition,N/A Online Only,,,,,,531254,176552,FSD
9509,Mosiac LGBT Youth Club,Youth Club,Mosaic LGBT Youth Centre,29 - 31 Hampstead Road,,,London,NW1 3JA,529200,182455,FSD
9301,Fray Bambino After Care,After School Club,Parish Hall,Churchmore Road,,,London,SW16 5UZ,529454,169955,FSD
9335,The Cochlear Implanted Children's Support Group (CICS Group),Charity,N/A Online & Telephone Only,,,,,,530919,175202,FSD
10338,Being A Parent,Parenting Support,,,,,,,,,FSD
10339,"Strengthening Families, Strengthening Communities (SFSC)",Parenting Support,,,,,,,,,FSD
10340,Circle Of Security Parenting,Parenting Support,,,,,,,,,FSD
10341,Building Relationships For Stronger Families,Parenting Support,,,,,,,,,FSD
10342,Baby Steps,Parenting Support,,,,,,,,,FSD
10794,Baby And Us,Parenting Support,,,,,,,,,FSD
10795,Living With Teenagers,Parenting Support,,,,,,,,,FSD
10796,"Intro To Strenghtening Families, Strengthening Communities",Parenting Support,,,,,,,,,FSD
10797,Henry Healthy Families Programme,Parenting Support,,,,,,,,,FSD
9470,Tree Tops Breakfast And After School Club At Kings Avenue School London,After School Club,Kings Avenue School House,Kings Avenue,,,London,SW4 8BQ,530059,174807,FSD
9925,Tree Tops Breakfast Club At Kings Avenue School London,Breakfast Club,Kings Avenue School House,Kings Avenue,,,London,SW4 8BQ,530059,174807,FSD
9471,Multi-Sports Holiday Camp,Holiday Provision,St Andrews Roman Catholic Primary School,Polworth Road,,,London,SW16 2ET,530283,171148,FSD
9514,Autism Voice,Organisation,161 - 167 Clapham Manor Street,,,,London,SW4 6DB,529669,175526,FSD
9741,Julian Cousins Sports,Organisation,Clapham Common West Side,,,,London,SW4 9AN,528511,174432,FSD
10827,"Lambeth Noise, Nuisance, Anti Social Behaviour And Safety - Vawg",Support & Advice,N/A Online Only ,,,,,,530917,175095,FSD
10359,"Domestic Abuse, Violence Against Women And Girls",Support & Advice,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,530917,175095,FSD
9568,The Gaia Centre,Support & Advice,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,530917,175095,FSD
9569,Support For Young People At The Gaia Centre,Support & Advice,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,530917,175095,FSD
10444,C.E.F. Lyncx Virtual Support,Support & Advice,N/A telephone and online only ,,,,,,531115,174960,FSD
9999,Community Education Foundatiion & Lyncx (CEF Lyncx) Charity,Organisation,5/6,Eurolink (The Link) Business Centre,49 Effra Road,,London,SW2 1BZ,531115,174960,FSD
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),Activity,The Greenhouse,Windmill Gardens (Park),Blenheim Gardens,,,SW2 5DA,530447,174372,FSD
10007,4all,Organisation,Community Hall,Peabody Hill,,,London,SE21 8LA,532051,173193,FSD
10006,4all Between The Tracks + Afterschool Club (13 To 17 Years Old),Youth Club,"Rosendale Community Centre, ",Rosendale Road Estate,,,London,SE21 8LR,532144,173400,FSD
10005,4all Between The Tracks Afterschool Club (8 To 12 Years Old),After School Club,Community Hall,Peabody Hill,,,London,SE21 8LA,532051,173193,FSD
9843,Kooth,Support & Advice,,,,,,,,,FSD
9844,Centrepoint,Support & Advice,Camberwell Foyer Hostel,90 Denmark Hill,,,London,SE5 8RX,532537,176429,FSD
9845,Young Carers Hub,Support & Advice,336 Brixton Road,,,,London,SW9 7AA,531151,176041,FSD
9846,Cruse Bereavement Care In Lambeth,Support & Advice,St Andrews Church Hall,4 Short Street,,,London,SE1 8LJ,531487,179900,FSD
9847,South London And Maudsley - Community Camhs,Support & Advice,35 Black Prince Road,,,,London,SE11 6JJ,530932,178475,FSD
9848,Safer London - Csa Wellbeing Service,Support & Advice,Second Floor Skyline House,200 Union Street,,,London,SE1 0LX,531845,180032,FSD
10379,Lambeth Young Carers Service & Adult Carers Service,Support & Advice,N/A telephone and online only,,,,,,531151,176041,FSD
10496,Chathealth,Support & Advice,,,,,,,,,FSD
10497,Parentline,Support & Advice,,,,,,,,,FSD
9906,Early Bird Parenting Programme Information Session - Virtual Sessions,Early Years SEND Advice And Support,,,,,,,,,FSD
10832,Small Project Baby Clothes Library @ Oasis Hub Waterloo,Parenting Support,1 Kennington Road,,,,London,SE1 7QP,531156,179383,FSD
9969,The Small Project - Baby Clothes Library,Parenting Support,Oasis Playspace,Imperial War Museum,Lambeth Road,,London,SE1 6HZ,531411,179148,FSD
9974,The Small Project - Baby Clothes Library,Organisation,Imperial War Museum,Lambeth Road,,,London,SE1 6HZ,531411,179148,FSD
9983,Black Thrive,Organisation,N/A Telephone & Online Only,,,,,,530919,175202,FSD
9996,"Lambeth Larder Connecting People, Food & Support",Organisation,Lambeth Larder Community Food Resource,Impact Brixton,49 Brixton Station Road,,London,SW9 8PQ,531226,175521,FSD
10397,Lambeth Larder Emergency Food Support,Food Bank,N/A online only,,,,,,531226,175521,FSD
10030,Womens Advice Surgery At Stockwell Children's Centre,Children's Centre Financial Advice,Stockwell Children's Centre,Stockwell Road,,,London,SW9 9TG,530821,175861,FSD
